Time,Amplitude
1.07,0.009023089
1.08,0.013444719
1.09,0.009291066
1.1,0.013846685
1.11,0.009157078
1.12,0.00996101
1.13,0.005271403
1.14,0.000581795
1.15,0.009559044
1.16,0.003127582
1.17,0.003395559
1.18,0.002725615
1.19,0.002591627
1.2,0.004869436
1.21,0.008219156
1.22,0.010228988
1.23,0.012640786
1.24,0.008487134
1.25,0.01116691
1.26,0.020546125
1.27,0.021618035
1.28,0.024565789
1.29,0.025637699
1.3,0.01331073
1.31,0.016124495
1.32,-0.004777757
1.33,-0.033853326
1.34,-0.021392368
1.35,-0.003035903
1.36,-0.000490116
1.37,0.004199492
1.38,0.003797526
1.39,-0.004107813
1.4,-0.018310625
1.41,0.056991077
1.42,0.274320902
1.43,0.41018554
1.44,0.102145301
1.45,-0.34242952
1.46,-2.52E-01
1.47,-0.037872989
1.48,-0.023670177
1.49,-0.005715679
1.5,0.005807358
1.51,0.003931515
1.52,0.005941347
1.53,0.01331073
1.54,0.01666045
1.55,0.01773236
1.56,0.031801184
1.57,0.033007083
1.58,0.014248652
1.59,0.014650618
1.6,0.017464383
1.61,0.020546125
1.62,0.012506797
1.63,-0.005179723
1.64,0.00111775
1.65,0.013578708
1.66,0.008755111
1.67,-0.010941242
1.68,-0.019382536
1.69,-0.017104726
1.7,-0.009333376
1.71,-0.002499948
1.72,-0.007591522
1.73,0.000447806
1.74,0.008353145
1.75,0.020278148
1.76,0.014516629
1.77,-0.000356127
1.78,-0.002901914
1.79,0.013042753
1.8,0.014382641
1.81,0.009291066
1.82,0.000849772
1.83,0.006209324
1.84,0.005271403
1.85,0.001519716
1.86,0.011970842
1.87,0.009827022
1.88,-0.000222138
1.89,-0.000892082
1.9,0.005405391
1.91,0.018134327
1.92,0.005271403
1.93,-0.01107523
1.94,0.00661129
1.95,0.023091912
1.96,0.011836853
1.97,0.009559044
1.98,0.022823935
1.99,0.017330394
2,0.016258484
2.01,0.021752024
2.02,0.019474215
2.03,0.013846685
2.04,-0.009869331
2.05,-0.011745174
2.06,-0.014692928
2.07,-0.013755006
2.08,-0.006519611
2.09,0.00553938
2.1,0.007951178
2.11,0.008755111
2.12,-0.010271298
2.13,-0.014290962
2.14,0.144619749
2.15,0.384995647
2.16,0.331132151
2.17,-0.161410658
2.18,-0.366681492
2.19,-0.10339351
2.2,-0.007993488
2.21,-0.02782383
2.22,-0.005045735
2.23,0.005271403
2.24,0.004333481
2.25,0.015052585
2.26,0.015990506
2.27,0.013578708
2.28,0.013042753
2.29,0.016258484
2.3,0.030863262
2.31,0.023627867
2.32,0.012372809
2.33,0.014382641
2.34,0.014248652
2.35,0.019608204
2.36,0.004333481
2.37,-0.0066536
2.38,0.002591627
2.39,0.003529548
2.4,-0.013085062
2.41,-0.019114558
2.42,-0.005045735
2.43,-0.009065399
2.44,-0.00558169
2.45,0.005137414
2.46,0.001385727
2.47,0.007147246
2.48,0.013042753
2.49,0.010630954
2.5,0.007013257
2.51,0.018268316
2.52,0.020546125
2.53,0.001787694
2.54,-0.004241802
2.55,0.011970842
2.56,0.010630954
2.57,0.001251739
2.58,0.001385727
2.59,0.003797526
2.6,0.006477302
2.61,0.00661129
2.62,0.007281234
2.63,0.004601459
2.64,0.009827022
2.65,0.010496966
2.66,0.009157078
2.67,0.003395559
2.68,-0.002767925
2.69,0.010496966
2.7,0.017196405
2.71,0.019072248
2.72,0.019072248
2.73,0.019072248
2.74,0.022421968
2.75,0.018000338
2.76,0.021752024
2.77,0.011032921
2.78,-0.007457533
2.79,-0.016032816
2.8,-0.019918491
2.81,-0.008663432
2.82,0.00446747
2.83,-0.000758093
2.84,0.010630954
2.85,0.009559044
2.86,-0.018980569
2.87,0.001385727
2.88,0.170345598
2.89,0.391159132
2.9,0.274320902
2.91,-0.217016008
2.92,-0.339213789
2.93,-0.093746317
2.94,-0.01000332
2.95,-0.004509779
2.96,0.005807358
2.97,0.006075335
2.98,0.016928428
2.99,0.014784607
3,0.013444719
3.01,0.0244318
3.02,0.014114663
3.03,0.00996101
3.04,0.02001017
3.05,0.021886013
3.06,0.019474215
3.07,0.018804271
3.08,0.017464383
3.09,0.012372809
3.1,0.003261571
3.11,0.002457638
3.12,0.010228988
3.13,-2.23E-03
3.14,-0.015094894
3.15,-0.005179723
3.16,-0.01228113
3.17,-0.016568771
3.18,-0.003973824
3.19,0.003663537
3.2,0.005003425
3.21,8.49E-03
3.22,0.013444719
3.23,0.012506797
3.24,0.011568876
3.25,0.013980674
3.26,0.022689946
3.27,1.06E-02
3.28,-8.81E-05
3.29,0.002457638
3.3,0.011434887
3.31,5.67E-03
3.32,0.00111775
3.33,0.000849772
3.34,-0.001294048
3.35,0.01116691
3.36,0.014248652
3.37,0.001385727
3.38,0.001519716
3.39,0.010630954
3.4,0.006209324
3.41,0.007415223
3.42,0.01331073
3.43,0.004735447
3.44,0.01666045
3.45,0.020948092
3.46,0.015722529
3.47,0.011568876
3.48,0.009425055
3.49,0.018536293
3.5,0.026173655
3.51,-0.000356127
3.52,-0.025813998
3.53,-0.018176637
3.54,-0.004375791
3.55,0.001385727
3.56,0.008487134
3.57,0.006343313
3.58,0.000313817
3.59,-0.013085062
3.6,-0.011879163
3.61,0.144619749
3.62,0.385129636
3.63,0.322824846
3.64,-0.162750546
3.65,-0.348191038
3.66,-0.11116486
3.67,-0.008127477
3.68,-0.015630849
3.69,-0.003035903
3.7,0.007683201
3.71,0.012372809
3.72,0.015454551
3.73,0.008353145
3.74,0.008219156
3.75,0.031399218
3.76,0.023091912
3.77,0.014516629
3.78,0.020144159
3.79,0.015856517
3.8,0.015454551
3.81,0.022421968
3.82,0.013176741
3.83,-0.002365959
3.84,0.00111775
3.85,0.012372809
3.86,0.004735447
3.87,-0.017238715
3.88,-0.023134222
3.89,-0.017640681
3.9,-0.00223197
3.91,0.000581795
3.92,0.000179828
3.93,0.005137414
3.94,0.007683201
3.95,0.009157078
3.96,0.01116691
3.97,0.010496966
3.98,0.005405391
3.99,9.96E-03
4,9.29E-03
4.01,0.014650618
4.02,0.025771688
4.03,-0.005447701
4.04,-0.006251634
4.05,0.007683201
4.06,8.09E-03
4.07,0.008621122
4.08,0.003931515
4.09,0.005673369
4.1,0.009157078
4.11,0.016794439
4.12,0.012104831
4.13,-0.004375791
4.14,0.003663537
4.15,0.006745279
4.16,0.017464383
4.17,0.023895845
4.18,0.011032921
4.19,0.021618035
4.2,0.025369722
4.21,0.020412136
4.22,0.017866349
4.23,0.013042753
4.24,0.012774775
4.25,0.001787694
4.26,-0.011477197
4.27,-0.022464278
4.28,-0.007189555
4.29,0.011568876
4.3,0.000849772
4.31,0.001787694
4.32,0.00218966
4.33,-0.015764838
4.34,0.01666045
4.35,0.200895043
4.36,0.404959977
4.37,0.225147015
4.38,-0.268735683
4.39,-0.318177548
4.4,-0.049797992
4.41,-0.005983656
4.42,-0.015630849
4.43,0.000983761
4.44,-0.001428037
4.45,0.010630954
4.46,0.011836853
4.47,0.016258484
4.48,0.026441632
4.49,0.020546125
4.5,0.01893826
4.51,0.02108208
4.52,0.021350058
4.53,0.018670282
4.54,0.014516629
4.55,0.013980674
4.56,0.005271403
4.57,0.003663537
4.58,0.004869436
4.59,0.000849772
4.6,-0.00558169
4.61,-0.01670276
4.62,-0.016166805
4.63,-0.016166805
4.64,-0.005983656
4.65,0.004735447
4.66,-0.000624104
4.67,-0.000356127
4.68,0.001653705
4.69,0.010228988
4.7,0.018804271
4.71,0.016392472
4.72,0.010094999
4.73,0.00553938
4.74,0.011434887
4.75,0.013578708
4.76,0.008755111
4.77,0.010496966
4.78,0.006209324
4.79,5.41E-03
4.8,0.004199492
4.81,0.007147246
4.82,0.013042753
4.83,0.004601459
4.84,0.009559044
4.85,0.007951178
4.86,0.010630954
4.87,0.016794439
4.88,0.019206237
4.89,0.018000338
4.9,0.022020002
4.91,0.027245565
4.92,0.014918596
4.93,0.002323649
4.94,-0.015496861
4.95,-0.019784502
4.96,-0.004777757
4.97,0.001251739
4.98,-0.000892082
4.99,0.002859604
5,0.004869436
5.01,-0.013085062
5.02,-0.005045735
5.03,0.150917222
5.04,0.349488616
5.05,0.268425395
5.06,-0.165430322
5.07,-0.340687666
5.08,-0.096024126
5.09,0.019072248
5.1,-0.000356127
5.11,-0.005447701
5.12,0.004065503
5.13,0.011032921
5.14,0.020680114
5.15,0.022555957
5.16,0.014650618
5.17,0.013578708
5.18,2.16E-02
5.19,0.023627867
5.2,0.022153991
5.21,0.023761856
5.22,0.014650618
5.23,0.011836853
5.24,0.015052585
5.25,0.013042753
5.26,0.003395559
5.27,0.000313817
5.28,0.001385727
5.29,-0.003571858
5.3,-0.006385623
5.31,-0.007993488
5.32,-0.008261466
5.33,-0.00116006
5.34,0.010898932
5.35,0.009559044
5.36,0.004065503
5.37,0.008755111
5.38,0.00996101
5.39,0.010898932
5.4,0.012774775
5.41,0.010094999
5.42,0.012372809
5.43,0.010764943
5.44,0.0088891
5.45,0.007549212
5.46,0.005673369
5.47,0.001787694
5.48,0.004065503
5.49,0.005941347
5.5,0.005405391
5.51,0.001251739
5.52,0.013578708
5.53,0.019072248
5.54,0.015186573
5.55,0.025369722
5.56,0.022957923
5.57,0.025503711
5.58,0.025503711
5.59,0.023091912
5.6,0.014382641
5.61,-0.013219051
5.62,-0.036399113
5.63,-0.027019897
5.64,-0.004509779
5.65,0.004601459
5.66,0.010362977
5.67,0.01331073
5.68,-0.012549107
5.69,-0.025947987
5.7,0.069452035
5.71,0.285441972
5.72,0.392499019
5.73,0.063422539
5.74,-0.345645251
5.75,-0.216346064
5.76,-0.023000233
5.77,-0.014022984
5.78,-0.004107813
5.79,0.000715784
5.8,0.010764943
5.81,0.016794439
5.82,0.017062416
5.83,0.018268316
5.84,0.018536293
5.85,0.018536293
5.86,0.020546125
5.87,0.020680114
5.88,0.020948092
5.89,0.024297811
5.9,0.017866349
5.91,0.010898932
5.92,0.00781719
5.93,0.005137414
5.94,0.006879268
5.95,0.008621122
5.96,-0.008261466
5.97,-0.01335304
5.98,-0.009199387
5.99,-0.007725511
6,-0.000892082
6.01,0.001787694
6.02,-0.000356127
6.03,0.009157078
6.04,0.014918596
6.05,0.016526461
6.06,0.011970842
6.07,0.00553938
6.08,0.00996101
6.09,0.014516629
6.1,0.009425055
6.11,0.006477302
6.12,0.007281234
6.13,0.000581795
6.14,0.010496966
6.15,0.012774775
6.16,0.004199492
6.17,0.005807358
6.18,0.010898932
6.19,0.009559044
6.2,0.009827022
6.21,0.009023089
6.22,0.006745279
6.23,0.017464383
6.24,0.03448096
6.25,0.021350058
6.26,1.75E-02
6.27,0.024699778
6.28,0.018000338
6.29,0.016258484
6.3,-0.01000332
6.31,-0.034121303
6.32,-0.0221963
6.33,-0.007591522
6.34,0.009693033
6.35,0.013980674
6.36,-0.001830004
6.37,-0.005849667
6.38,-0.027153886
6.39,0.07119389
6.4,0.291739446
6.41,0.384191714
6.42,0.048013828
6.43,-0.344171374
6.44,-0.212594378
6.45,-0.01107523
6.46,-0.009467365
6.47,-0.008127477
6.48,0.003663537
6.49,0.012774775
6.5,0.021752024
6.51,0.012640786
6.52,0.017330394
6.53,0.020680114
6.54,0.018670282
6.55,0.021216069
6.56,0.018804271
6.57,0.017598372
6.58,0.023091912
6.59,0.02335989
6.6,0.008085167
6.61,0.000313817
6.62,0.008219156
6.63,0.005941347
6.64,-0.004107813
6.65,-0.001830004
6.66,-0.00223197
6.67,-1.32E-02
6.68,-0.012147141
6.69,-0.008261466
6.7,0.003127582
6.71,0.009157078
6.72,0.009157078
6.73,0.012774775
6.74,0.011702865
6.75,0.010362977
6.76,0.012372809
6.77,0.013444719
6.78,0.006745279
6.79,0.007683201
6.8,0.014784607
6.81,0.011568876
6.82,0.003395559
6.83,0.002993593
6.84,0.007281234
6.85,0.009827022
6.86,0.005405391
6.87,0.000983761
6.88,0.007013257
6.89,0.009425055
6.9,0.009559044
6.91,0.004735447
6.92,0.006343313
6.93,0.00553938
6.94,0.016392472
6.95,0.024565789
6.96,0.022421968
6.97,0.018536293
6.98,0.02001017
6.99,0.020412136
7,0.016258484
7.01,-0.011209219
7.02,-0.031307538
7.03,-0.012817085
7.04,-0.001026071
7.05,0.001787694
7.06,0.005807358
7.07,0.007683201
7.08,-0.005313712
7.09,-0.022062312
7.1,0.077893329
7.11,0.292945345
7.12,0.373070644
7.13,0.020412136
7.14,-0.34350143
7.15,-0.192898025
7.16,-0.009601354
7.17,-0.010807253
7.18,-0.005983656
7.19,0.005941347
7.2,0.014248652
7.21,0.013176741
7.22,0.015186573
7.23,0.016124495
7.24,0.015320562
7.25,0.021216069
7.26,0.0244318
7.27,0.01893826
7.28,0.017866349
7.29,0.018402304
7.3,0.014248652
7.31,0.012104831
7.32,0.003261571
7.33,0.003261571
7.34,0.009157078
7.35,0.007415223
7.36,-0.008261466
7.37,-0.015362872
7.38,-0.009735342
7.39,-0.003973824
7.4,-0.005983656
7.41,-0.005313712
7.42,0.006343313
7.43,0.010094999
7.44,0.009425055
7.45,0.012908764
7.46,0.009827022
7.47,0.014784607
7.48,0.012372809
7.49,0.002859604
7.5,0.007549212
7.51,0.008621122
7.52,0.008621122
7.53,0.003663537
7.54,0.003663537
7.55,0.004601459
7.56,0.001921683
7.57,0.009157078
7.58,0.006879268
7.59,0.002725615
7.6,0.011032921
7.61,0.005941347
7.62,0.004735447
7.63,0.006343313
7.64,0.009157078
7.65,0.022421968
7.66,0.025503711
7.67,0.023895845
7.68,0.020680114
7.69,0.019206237
7.7,0.018670282
7.71,0.011434887
7.72,-0.006787589
7.73,-0.027421863
7.74,-0.016568771
7.75,-0.004911746
7.76,0.000715784
7.77,0.005271403
7.78,0.004065503
7.79,-0.004777757
7.8,-0.018712592
7.81,0.056589111
7.82,0.264003765
7.83,0.391963064
7.84,0.092900074
7.85,-0.330102551
7.86,-0.231888764
7.87,-0.022330289
7.88,-0.01442495
7.89,-0.009065399
7.9,0.003261571
7.91,0.010228988
7.92,0.012908764
7.93,0.012372809
7.94,0.017330394
7.95,0.021484047
7.96,0.015856517
7.97,0.018134327
7.98,0.019340226
7.99,0.019340226
8,0.019340226
8.01,0.012774775
8.02,0.007013257
8.03,0.004065503
8.04,0.006879268
8.05,0.008085167
8.06,-8.81E-05
8.07,-0.007323544
8.08,-0.001696015
8.09,-0.012817085
8.1,-0.01335304
8.11,-8.81E-05
8.12,-0.001696015
8.13,0.003395559
8.14,0.007147246
8.15,0.011836853
8.16,0.010496966
8.17,0.006745279
8.18,0.007147246
8.19,0.014248652
8.2,0.012372809
8.21,0.002993593
8.22,0.002591627
8.23,0.006879268
8.24,0.007951178
8.25,0.00553938
8.26,-0.000222138
8.27,0.003127582
8.28,0.005003425
8.29,0.009827022
8.3,0.00996101
8.31,0.001251739
8.32,0.002055671
8.33,0.005807358
8.34,0.006477302
8.35,0.02001017
8.36,0.026977587
8.37,0.014784607
8.38,0.020412136
8.39,0.025235733
8.4,0.020412136
8.41,0.011300898
8.42,-0.016434782
8.43,-0.02782383
8.44,-0.011879163
8.45,-0.006251634
8.46,-0.0066536
8.47,0.002457638
8.48,0.010898932
8.49,-0.005849667
8.5,-0.020454446
8.51,0.104691088
8.52,0.322690857
8.53,0.338099569
8.54,-0.056229454
8.55,-0.358374187
8.56,-0.164894367
8.57,-8.81E-05
8.58,-0.004107813
8.59,-0.003973824
8.6,0.007951178
8.61,0.005673369
8.62,0.002323649
8.63,0.020144159
8.64,0.025771688
8.65,0.019206237
8.66,0.01331073
8.67,0.014650618
8.68,0.019206237
8.69,0.021350058
8.7,0.01773236
8.71,0.005271403
8.72,0.003797526
8.73,0.010228988
8.74,0.010362977
8.75,0.002591627
8.76,-0.010137309
8.77,-0.003973824
8.78,-0.004241802
8.79,-0.013755006
8.8,-0.011477197
8.81,-0.0066536
8.82,-0.00330388
8.83,0.004869436
8.84,0.007951178
8.85,0.012104831
8.86,0.014784607
8.87,0.00781719
8.88,0.00996101
8.89,0.00781719
8.9,0.003663537
8.91,0.009693033
8.92,0.008621122
8.93,0.008353145
8.94,0.008219156
8.95,0.001787694
8.96,0.004199492
8.97,0.008755111
8.98,0.008487134
8.99,0.013846685
9,0.022689946
9.01,0.014516629
9.02,0.024699778
9.03,0.036222814
9.04,0.02335989
9.05,0.007549212
9.06,-0.021258379
9.07,-0.031709505
9.08,-0.017640681
9.09,-0.009601354
9.1,0.003931515
9.11,0.005941347
9.12,0.009291066
9.13,-0.014290962
9.14,-0.014022984
9.15,0.1356425
9.16,0.32242288
9.17,0.28678186
9.18,-0.089190698
9.19,-0.342965475
9.2,-0.15122751
9.21,0.00661129
9.22,-0.002633936
9.23,-0.003035903
9.24,0.010496966
9.25,0.009693033
9.26,0.01116691
9.27,0.013176741
9.28,0.015186573
9.29,0.02001017
9.3,0.016124495
9.31,0.017866349
9.32,0.015320562
9.33,0.019876181
9.34,0.019876181
9.35,0.007147246
9.36,0.002323649
9.37,0.001251739
9.38,0.005003425
9.39,2.06E-03
9.4,0.002323649
9.41,-0.00223197
9.42,-0.010271298
9.43,-0.006251634
9.44,-0.001963992
9.45,-0.005179723
9.46,0.000849772
9.47,0.003931515
9.48,0.00661129
9.49,0.0088891
9.5,0.011434887
9.51,0.007683201
9.52,0.007951178
9.53,0.008353145
9.54,0.009827022
9.55,0.011836853
9.56,0.005003425
9.57,-0.000222138
9.58,0.005137414
9.59,0.014382641
9.6,0.013176741
9.61,0.014382641
9.62,0.01773236
9.63,0.028451464
9.64,0.033811016
9.65,0.01893826
9.66,0.005003425
9.67,-0.009199387
9.68,-0.031307538
9.69,-0.024742088
9.7,-0.008797421
9.71,-0.003035903
9.72,0.002591627
9.73,0.002457638
9.74,-0.006921578
9.75,-0.009333376
9.76,0.083118892
9.77,0.275258824
9.78,0.344397042
9.79,0.024565789
9.8,-0.34685115
9.81,-0.214202243
9.82,-0.000356127
9.83,0.005405391
9.84,-0.004643768
9.85,0.000715784
9.86,0.008353145
9.87,0.014516629
9.88,0.019608204
9.89,0.018536293
9.9,0.019072248
9.91,0.018804271
9.92,0.020144159
9.93,0.021618035
9.94,0.01773236
9.95,0.016526461
9.96,0.010228988
9.97,0.006745279
9.98,0.003931515
9.99,0.002457638
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
